"acc","accuracy","audio_file","average_response_time","avg_rt","background","block_size","canvas_backend","clock_backend","color_backend","correct","correct_experiment_intro","correct_experiment_intro2","correct_new_1_keyboard_response","correct_new_keyboard_response","correct_new_mouse_response","correct_welcome","count_experiment","count_experiment_intro","count_experiment_intro2","count_image","count_image_delay","count_instruction","count_log_instruction","count_new_1_keyboard_response","count_new_1_pygaze_log","count_new_1_sketchpad","count_new_2_pygaze_log","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_mouse_response","count_new_pygaze_init","count_new_pygaze_log","count_new_pygaze_start_recording","count_new_pygaze_stop_recording","count_new_sketchpad","count_sentence_audio","count_trial_loop","count_trial_sequence","count_welcome","cursor_roi","cursor_x","cursor_y","datetime","delay_image_delay","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","id","image_file","keyboard_backend","live_row","live_row_trial_loop","logfile","mouse_backend","objects","opensesame_codename","opensesame_version","psychopy_screen","repeat_cycle","response","response_experiment_intro","response_experiment_intro2","response_instruction","response_new_1_keyboard_response","response_new_1_sketchpad","response_new_keyboard_response","response_new_mouse_response","response_time","response_time_experiment_intro","response_time_experiment_intro2","response_time_instruction","response_time_new_1_keyboard_response","response_time_new_1_sketchpad","response_time_new_keyboard_response","response_time_new_mouse_response","response_time_welcome","response_welcome","role","round_decimals","sampler_backend","sentence","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","time_experiment","time_experiment_intro","time_experiment_intro2","time_image","time_image_delay","time_instruction","time_log_instruction","time_new_1_keyboard_response","time_new_1_pygaze_log","time_new_1_sketchpad","time_new_2_pygaze_log","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_mouse_response","time_new_pygaze_init","time_new_pygaze_log","time_new_pygaze_start_recording","time_new_pygaze_stop_recording","time_new_sketchpad","time_sentence_audio","time_trial_loop","time_trial_sequence","time_welcome","timeout","title","total_correct","total_response_time","total_responses","width"
"undefined","undefined","17_r.wav","0","0","black","256","psycho","psycho","psycho","undefined","undefined","undefined","NA","NA","undefined","undefined","0","0","0","0","0","NA","NA","0","0","0","0","NA","NA","0","0","0","0","0","0","0","0","0","0","0","undefined","NA","NA","Wed Jun 10 22:34:43 2026","2250","The main experiment item","False","VWP_trial.osexp","C:\Users\jonat\Documents\repos\et26_VisualWorldParadigm\01_experiment\openSesame","False","mono","False","18","no","white","no","no","1440","17","pic18.png","psycho","0","0","C:/Users/jonat/Documents/repos/et26_VisualWorldParadigm/01_experiment/openSesame/subject-5.csv","psycho","['  lantern', ' ribbon', ' backpack ']","Neonatal Nightingale","4.1.9","0","0","None","space","space","NA","NA","NA","NA","None","0.1348000077996403","1100.2338000107557","1318.5047000006307","NA","NA","NA","NA","0.1348000077996403","657.8461999888532","space","restrictive","2","psycho","The woman will wear the dress ","1024","2","24000","-16","experiment","5","odd","15057.061400002567","16922.68079999485","18039.459599996917","19508.522299991455","25233.645200001774","NA","NA","NA","25231.386700004805","NA","22512.01440001023","NA","NA","27484.99769999762","27484.468100010417","15738.365400000475","22509.13680001395","19483.64429999492","NA","NA","22514.58059999277","19359.17710000649","19482.933199993568","15075.003900012234","3000","SceneViewing","0","0.1348000077996403","1","2560"
"undefined","undefined","46_n.wav","1687","1687","black","256","psycho","psycho","psycho","undefined","undefined","undefined","undefined","NA","undefined","undefined","0","0","0","1","1","NA","NA","1","1","0","1","NA","NA","1","1","0","1","1","1","1","1","0","1","0","undefined","NA","NA","Wed Jun 10 22:34:43 2026","2250","The main experiment item","False","VWP_trial.osexp","C:\Users\jonat\Documents\repos\et26_VisualWorldParadigm\01_experiment\openSesame","False","mono","False","18","no","white","no","no","1440","46","pic47.png","psycho","1","1","C:/Users/jonat/Documents/repos/et26_VisualWorldParadigm/01_experiment/openSesame/subject-5.csv","psycho","['  ladle', ' pot', ' board', ' peeler ']","Neonatal Nightingale","4.1.9","0","0","None","space","space","NA","space","NA","NA","None","0.2091999922413379","1100.2338000107557","1318.5047000006307","NA","5062.947800004622","NA","NA","0.2091999922413379","657.8461999888532","space","non-restrictive","2","psycho","The chef will carry the carrot ","1024","2","24000","-16","experiment","5","odd","15057.061400002567","16922.68079999485","18039.459599996917","32775.011599995196","39283.31220001564","NA","NA","27524.39599999343","39280.8217999991","NA","35778.427000012016","NA","NA","41534.77530000964","41533.83470000699","15738.365400000475","35775.751100009074","32749.49650000781","27503.60759999603","27523.967699991772","35780.72280000197","19359.17710000649","32746.741000009933","15075.003900012234","3000","SceneViewing","0","5063.291800004663","3","2560"
"undefined","undefined","32_n.wav","1639","1639","black","256","psycho","psycho","psycho","undefined","undefined","undefined","undefined","NA","undefined","undefined","0","0","0","2","2","NA","NA","2","2","0","2","NA","NA","2","2","0","2","2","2","2","2","0","2","0","undefined","NA","NA","Wed Jun 10 22:34:43 2026","2250","The main experiment item","False","VWP_trial.osexp","C:\Users\jonat\Documents\repos\et26_VisualWorldParadigm\01_experiment\openSesame","False","mono","False","18","no","white","no","no","1440","32","pic33.png","psycho","2","2","C:/Users/jonat/Documents/repos/et26_VisualWorldParadigm/01_experiment/openSesame/subject-5.csv","psycho","['  lemon', ' seed', ' sponge', ' seat ']","Neonatal Nightingale","4.1.9","0","0","None","space","space","NA","space","NA","NA","None","0.12589999823831022","1100.2338000107557","1318.5047000006307","NA","3135.533699998632","NA","NA","0.12589999823831022","657.8461999888532","space","non-restrictive","2","psycho","The woman will examine the bottle ","1024","2","24000","-16","experiment","5","odd","15057.061400002567","16922.68079999485","18039.459599996917","44819.301600015024","50763.97309999447","NA","NA","41570.08850001148","50761.258999991696","NA","47822.543100017356","NA","NA","53014.963399997214","53014.40879999427","15738.365400000475","47819.72649999079","44805.87209999794","41545.693799998844","41569.61480001337","47824.82140001957","19359.17710000649","44805.546899995534","15075.003900012234","3000","SceneViewing","0","8198.951400001533","5","2560"
"undefined","undefined","1_r.wav","1861","1861","black","256","psycho","psycho","psycho","undefined","undefined","undefined","undefined","NA","undefined","undefined","0","0","0","3","3","NA","NA","3","3","0","3","NA","NA","3","3","0","3","3","3","3","3","0","3","0","undefined","NA","NA","Wed Jun 10 22:34:43 2026","2250","The main experiment item","False","VWP_trial.osexp","C:\Users\jonat\Documents\repos\et26_VisualWorldParadigm\01_experiment\openSesame","False","mono","False","18","no","white","no","no","1440","1","pic2.png","psycho","3","3","C:/Users/jonat/Documents/repos/et26_VisualWorldParadigm/01_experiment/openSesame/subject-5.csv","psycho","['  toy car', ' ball', ' toy train ']","Neonatal Nightingale","4.1.9","0","0","None","space","space","NA","space","NA","NA","None","0.17139999545179307","1100.2338000107557","1318.5047000006307","NA","4833.120399998734","NA","NA","0.17139999545179307","657.8461999888532","space","restrictive","2","psycho","The boy will eat the cake","1024","2","24000","-16","experiment","5","odd","15057.061400002567","16922.68079999485","18039.459599996917","58031.82380000362","63904.30369999376","NA","NA","53049.87859999528","63901.75389999058","NA","61034.99220000231","NA","NA","66155.58210000745","66154.78240000084","15738.365400000475","61032.27270001662","58017.2836999991","53031.3152000017","53049.4250000047","61037.298500014","19359.17710000649","58016.98509999551","15075.003900012234","3000","SceneViewing","0","13032.243199995719","7","2560"
"undefined","undefined","20_r.wav","1630","1630","black","256","psycho","psycho","psycho","undefined","undefined","undefined","undefined","NA","undefined","undefined","0","0","0","4","4","NA","NA","4","4","0","4","NA","NA","4","4","0","4","4","4","4","4","0","4","0","undefined","NA","NA","Wed Jun 10 22:34:43 2026","2250","The main experiment item","False","VWP_trial.osexp","C:\Users\jonat\Documents\repos\et26_VisualWorldParadigm\01_experiment\openSesame","False","mono","False","18","no","white","no","no","1440","20","pic21.png","psycho","4","4","C:/Users/jonat/Documents/repos/et26_VisualWorldParadigm/01_experiment/openSesame/subject-5.csv","psycho","['  spoon', ' bowl', ' spatula', ' tray ']","Neonatal Nightingale","4.1.9","0","0","None","space","space","NA","space","NA","NA","None","0.12469998910091817","1100.2338000107557","1318.5047000006307","NA","1646.5738999831956","NA","NA","0.12469998910091817","657.8461999888532","space","restrictive","2","psycho","The chef will slice the bread ","1024","2","24000","-16","experiment","5","odd","15057.061400002567","16922.68079999485","18039.459599996917","67985.03119999077","74024.7018999944","NA","NA","66181.74480000744","74021.78110001842","NA","70988.03579999367","NA","NA","76275.71400001762","76274.99740000349","15738.365400000475","70985.57809999329","67961.13430001424","66166.7398000136","66181.49790001917","70990.35609999555","19359.17710000649","67960.63280000817","15075.003900012234","3000","SceneViewing","0","14678.941799968015","9","2560"
"undefined","undefined","45_n.wav","1627","1627","black","256","psycho","psycho","psycho","undefined","undefined","undefined","undefined","NA","undefined","undefined","0","0","0","5","5","NA","NA","5","5","0","5","NA","NA","5","5","0","5","5","5","5","5","0","5","0","undefined","NA","NA","Wed Jun 10 22:34:43 2026","2250","The main experiment item","False","VWP_trial.osexp","C:\Users\jonat\Documents\repos\et26_VisualWorldParadigm\01_experiment\openSesame","False","mono","False","18","no","white","no","no","1440","45","pic46.png","psycho","5","5","C:/Users/jonat/Documents/repos/et26_VisualWorldParadigm/01_experiment/openSesame/subject-5.csv","psycho","['  glass', ' hammer', ' ladle ']","Neonatal Nightingale","4.1.9","0","0","None","space","space","NA","space","NA","NA","None","0.13110000872984529","1100.2338000107557","1318.5047000006307","NA","3223.5643999883905","NA","NA","0.13110000872984529","657.8461999888532","space","non-restrictive","2","psycho","The baker will inspect the dough ","1024","2","24000","-16","experiment","5","odd","15057.061400002567","16922.68079999485","18039.459599996917","79727.93829999864","85664.67779999948","NA","NA","76345.08810000261","85661.8332999933","NA","82731.74760001712","NA","NA","87915.54420001921","87914.88379999646","15738.365400000475","82728.86140001356","79700.36270000855","76323.60390000395","76344.73320000689","82734.22929999651","19359.17710000649","79699.65359999333","15075.003900012234","3000","SceneViewing","0","17902.637299965136","11","2560"
"undefined","undefined","49_n.wav","1465","1465","black","256","psycho","psycho","psycho","undefined","undefined","undefined","undefined","NA","undefined","undefined","0","0","0","6","6","NA","NA","6","6","0","6","NA","NA","6","6","0","6","6","6","6","6","0","6","0","undefined","NA","NA","Wed Jun 10 22:34:43 2026","2250","The main experiment item","False","VWP_trial.osexp","C:\Users\jonat\Documents\repos\et26_VisualWorldParadigm\01_experiment\openSesame","False","mono","False","18","no","white","no","no","1440","49","pic50.png","psycho","6","6","C:/Users/jonat/Documents/repos/et26_VisualWorldParadigm/01_experiment/openSesame/subject-5.csv","psycho","['  pump', ' bead', ' pouch', ' flag ']","Neonatal Nightingale","4.1.9","0","0","None","space","space","NA","space","NA","NA","None","0.12820001575164497","1100.2338000107557","1318.5047000006307","NA","1149.432899983367","NA","NA","0.12820001575164497","657.8461999888532","space","non-restrictive","2","psycho","The child will inlatecarry the balloon ","1024","2","24000","-16","experiment","5","odd","15057.061400002567","16922.68079999485","18039.459599996917","89260.17240001238","95164.75060000084","NA","NA","87943.48290000926","95162.20960000646","NA","92263.4917999967","NA","NA","97416.34880000493","97415.46469999594","15738.365400000475","92260.80940000247","89237.71650000708","87929.50620001648","87943.32660001237","92266.08560001478","19359.17710000649","89237.23900000914","15075.003900012234","3000","SceneViewing","0","19052.198399964254","13","2560"
"undefined","undefined","8_r.wav","1364","1364","black","256","psycho","psycho","psycho","undefined","undefined","undefined","undefined","NA","undefined","undefined","0","0","0","7","7","NA","NA","7","7","0","7","NA","NA","7","7","0","7","7","7","7","7","0","7","0","undefined","NA","NA","Wed Jun 10 22:34:43 2026","2250","The main experiment item","False","VWP_trial.osexp","C:\Users\jonat\Documents\repos\et26_VisualWorldParadigm\01_experiment\openSesame","False","mono","False","18","no","white","no","no","1440","8","pic9.png","psycho","7","7","C:/Users/jonat/Documents/repos/et26_VisualWorldParadigm/01_experiment/openSesame/subject-5.csv","psycho","['  TV monitor', ' microscope', ' books', ' toy bear ']","Neonatal Nightingale","4.1.9","0","0","None","space","space","NA","space","NA","NA","None","0.2933999930974096","1100.2338000107557","1318.5047000006307","NA","1422.2331000200938","NA","NA","0.2933999930974096","657.8461999888532","space","restrictive","2","psycho","The doctor will inject the child","1024","2","24000","-16","experiment","5","odd","15057.061400002567","16922.68079999485","18039.459599996917","99109.6155999985","105238.68760000914","NA","NA","97474.01189999073","105235.21020001499","NA","102112.77639999753","NA","NA","107490.03690000973","107489.1930000158","15738.365400000475","102110.32290000003","99080.36120000179","97459.18570001959","97473.87740001432","102115.26039999444","19359.17710000649","99079.93540001917","15075.003900012234","3000","SceneViewing","0","20474.724899977446","15","2560"
"undefined","undefined","24_r.wav","1258","1258","black","256","psycho","psycho","psycho","undefined","undefined","undefined","undefined","NA","undefined","undefined","0","0","0","8","8","NA","NA","8","8","0","8","NA","NA","8","8","0","8","8","8","8","8","0","8","0","undefined","NA","NA","Wed Jun 10 22:34:43 2026","2250","The main experiment item","False","VWP_trial.osexp","C:\Users\jonat\Documents\repos\et26_VisualWorldParadigm\01_experiment\openSesame","False","mono","False","18","no","white","no","no","1440","24","pic25.png","psycho","8","8","C:/Users/jonat/Documents/repos/et26_VisualWorldParadigm/01_experiment/openSesame/subject-5.csv","psycho","['  pencil', ' card', ' needle ']","Neonatal Nightingale","4.1.9","0","0","None","space","space","NA","space","NA","NA","None","0.26030000299215317","1100.2338000107557","1318.5047000006307","NA","925.107899995055","NA","NA","0.26030000299215317","657.8461999888532","space","restrictive","2","psycho","The girl will knit the scarf ","1024","2","24000","-16","experiment","5","odd","15057.061400002567","16922.68079999485","18039.459599996917","108588.79500001785","114595.5571999948","NA","NA","107525.37489999668","114593.0530000187","NA","111591.62240001024","NA","NA","116847.44090001914","116845.95869999612","15738.365400000475","111588.93319999333","108575.41340001626","107502.8050999972","107524.95809999527","111594.29639999871","19359.17710000649","108574.95710000512","15075.003900012234","3000","SceneViewing","0","21400.093099975493","17","2560"
"undefined","undefined","31_n.wav","1398","1398","black","256","psycho","psycho","psycho","undefined","undefined","undefined","undefined","NA","undefined","undefined","0","0","0","9","9","NA","NA","9","9","0","9","NA","NA","9","9","0","9","9","9","9","9","0","9","0","undefined","NA","NA","Wed Jun 10 22:34:43 2026","2250","The main experiment item","False","VWP_trial.osexp","C:\Users\jonat\Documents\repos\et26_VisualWorldParadigm\01_experiment\openSesame","False","mono","False","18","no","white","no","no","1440","31","pic32.png","psycho","9","9","C:/Users/jonat/Documents/repos/et26_VisualWorldParadigm/01_experiment/openSesame/subject-5.csv","psycho","['  cap', ' headphones', ' watch ']","Neonatal Nightingale","4.1.9","0","0","None","space","space","NA","space","NA","NA","None","0.14439999358728528","1100.2338000107557","1318.5047000006307","NA","5164.023200020893","NA","NA","0.14439999358728528","657.8461999888532","space","non-restrictive","2","psycho","The girl will grab the dice ","1024","2","24000","-16","experiment","5","odd","15057.061400002567","16922.68079999485","18039.459599996917","122254.93590001133","128466.72220001346","NA","NA","116887.10069999797","128464.23750001122","NA","125262.9842000024","NA","NA","130718.44329999294","130717.4186000193","15738.365400000475","125260.70620000246","122234.19180000201","116863.77120000543","116886.60540001001","125271.87409999897","19359.17710000649","122232.05690001487","15075.003900012234","3000","SceneViewing","0","26564.260699989973","19","2560"
