"acc","accuracy","audio_file","average_response_time","avg_rt","background","block_size","canvas_backend","clock_backend","color_backend","condition","correct","correct_experiment_intro","correct_experiment_intro2","correct_new_1_keyboard_response","correct_new_2_keyboard_response","correct_new_2_sketchpad","correct_new_3_keyboard_response","correct_new_3_sketchpad","correct_new_4_keyboard_response","correct_new_4_sketchpad","correct_new_5_keyboard_response","correct_new_5_sketchpad","correct_new_6_keyboard_response","correct_new_7_keyboard_response","correct_new_7_sketchpad","correct_new_8_keyboard_response","correct_new_keyboard_response","correct_new_mouse_response","correct_welcome","count_accuracy_output","count_audio_file_offset","count_audio_file_onset_log","count_definitions","count_experiment","count_experiment_intro","count_experiment_intro2","count_image_delay","count_image_nosub","count_image_sub","count_increment_roundCounter","count_instruction","count_instructions","count_log_instruction","count_new_1_inline_script","count_new_1_keyboard_response","count_new_1_sketchpad","count_new_2_keyboard_response","count_new_2_sketchpad","count_new_3_keyboard_response","count_new_3_sketchpad","count_new_4_keyboard_response","count_new_4_sketchpad","count_new_5_keyboard_response","count_new_5_sketchpad","count_new_6_keyboard_response","count_new_6_sketchpad","count_new_7_keyboard_response","count_new_7_sketchpad","count_new_8_keyboard_response","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_mouse_response","count_new_pygaze_init","count_new_pygaze_start_recording","count_new_pygaze_stop_recording","count_new_sketchpad","count_sentence_audio","count_subject_onset_log","count_trial_loop","count_trial_sequence","count_welcome","csv_filepath","csv_id","cursor_roi","cursor_x","cursor_y","datetime","delay_image_delay","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","id","image_nosub","image_sub","keyboard_backend","live_row","live_row_trial_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","position1","position2","position3","position4","psychopy_screen","repeat_cycle","response","response_experiment_intro","response_experiment_intro2","response_instruction","response_new_1_keyboard_response","response_new_1_sketchpad","response_new_2_keyboard_response","response_new_2_sketchpad","response_new_3_keyboard_response","response_new_3_sketchpad","response_new_4_keyboard_response","response_new_4_sketchpad","response_new_5_keyboard_response","response_new_5_sketchpad","response_new_6_keyboard_response","response_new_6_sketchpad","response_new_7_keyboard_response","response_new_7_sketchpad","response_new_8_keyboard_response","response_new_keyboard_response","response_new_mouse_response","response_time","response_time_experiment_intro","response_time_experiment_intro2","response_time_instruction","response_time_new_1_keyboard_response","response_time_new_1_sketchpad","response_time_new_2_keyboard_response","response_time_new_2_sketchpad","response_time_new_3_keyboard_response","response_time_new_3_sketchpad","response_time_new_4_keyboard_response","response_time_new_4_sketchpad","response_time_new_5_keyboard_response","response_time_new_5_sketchpad","response_time_new_6_keyboard_response","response_time_new_6_sketchpad","response_time_new_7_keyboard_response","response_time_new_7_sketchpad","response_time_new_8_keyboard_response","response_time_new_keyboard_response","response_time_new_mouse_response","response_time_welcome","response_welcome","round","round_decimals","sampler_backend","sentence","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target_position","time_accuracy_output","time_audio_file_offset","time_audio_file_onset_log","time_definitions","time_experiment","time_experiment_intro","time_experiment_intro2","time_image_delay","time_image_nosub","time_image_sub","time_increment_roundCounter","time_instruction","time_instructions","time_log_instruction","time_new_1_inline_script","time_new_1_keyboard_response","time_new_1_sketchpad","time_new_2_keyboard_response","time_new_2_sketchpad","time_new_3_keyboard_response","time_new_3_sketchpad","time_new_4_keyboard_response","time_new_4_sketchpad","time_new_5_keyboard_response","time_new_5_sketchpad","time_new_6_keyboard_response","time_new_6_sketchpad","time_new_7_keyboard_response","time_new_7_sketchpad","time_new_8_keyboard_response","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_mouse_response","time_new_pygaze_init","time_new_pygaze_start_recording","time_new_pygaze_stop_recording","time_new_sketchpad","time_sentence_audio","time_subject_onset_log","time_trial_loop","time_trial_sequence","time_welcome","timeout","title","total_correct","total_response_time","total_responses","width"
"undefined","undefined","16_n.wav","undefined","undefined","#dadada","256","psycho","psycho","psycho","non-restrictive","undefined","undefined","undefined","NA","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","undefined","NA","NA","NA","undefined","0","0","0","0","0","0","0","NA","0","0","0","NA","0","NA","NA","0","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","0","NA","NA","NA","0","NA","0","0","0","0","0","0","0","0","0","participant_group8.csv","8","NA","NA","NA","Fri Jul 24 11:14:23 2026","NA","The main experiment item","False","VWP_finalSetup_22_7.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\final_recordings_upl","False","mono","False","20","no","#0c0c0c","no","yes","1440","16","17_pos4_nosub.png","17_pos4_sub.png","psycho","0","0","C:/Users/plcm/Desktop/2026-EyeTracking/group-eyeconic/OS2/final_recordings_upl/group 7-13/subject-7.csv","psycho","Neonatal Nightingale","4.1.14","lantern","backpack","ribbon","dress","0","0","space","space","space","NA","NA","NA","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","space","NA","NA","NA","4403.0242000008","2225.07630000473","6729.909500005306","NA","NA","NA","NA","3299.5740000042133","NA","3891.845399994054","NA","4804.047400000854","NA","4650.259300004109","NA","NA","NA","4403.0242000008","NA","NA","NA","7694.224899998517","c","1","2","psycho","The woman will  carry the dress","1024","2","24000","-16","experiment","7","odd","4","48719.77060000063","86780.68009999697","84029.27369999816","78759.07790000201","4900.636799997301","48725.23860000365","50956.36640000157","NA","79995.31230000139","84029.18130000762","NA","NA","48719.86569999717","NA","NA","NA","NA","NA","57690.708499998436","NA","60994.47990000772","NA","64890.28170000529","NA","69700.19370000227","NA","NA","NA","74355.31290000654","NA","NA","NA","86808.42370000028","NA","12607.702200009953","78989.71059999894","NA","NA","84052.06050000561","83995.5678999977","78759.11450000422","78989.01540000224","4912.207700006547","3000","SceneViewing","0","0","0","2560"
"100","100","17_r.wav","3334","3334","#dadada","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","undefined","NA","NA","NA","undefined","0","1","1","0","0","0","0","NA","1","1","1","NA","0","NA","NA","1","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","0","NA","NA","NA","1","NA","0","1","1","1","1","1","0","1","0","participant_group8.csv","8","NA","NA","NA","Fri Jul 24 11:14:23 2026","NA","The main experiment item","False","VWP_finalSetup_22_7.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\final_recordings_upl","False","mono","False","20","no","#0c0c0c","no","yes","1440","17","18_pos1_nosub.png","18_pos1_sub.png","psycho","1","1","C:/Users/plcm/Desktop/2026-EyeTracking/group-eyeconic/OS2/final_recordings_upl/group 7-13/subject-7.csv","psycho","Neonatal Nightingale","4.1.14","wood","bucket","stone","rope","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","space","NA","NA","NA","3334.3263999995543","2225.07630000473","6729.909500005306","NA","3334.3263999995543","NA","NA","3299.5740000042133","NA","3891.845399994054","NA","4804.047400000854","NA","4650.259300004109","NA","NA","NA","4403.0242000008","NA","NA","NA","7694.224899998517","c","2","2","psycho","The man will chop the wood","1024","2","24000","-16","experiment","7","odd","1","48719.77060000063","96890.96299999801","94420.06600000605","78759.07790000201","4900.636799997301","48725.23860000365","50956.36640000157","NA","90396.23280000524","94419.99470000155","90182.83540000266","NA","48719.86569999717","NA","NA","86847.93790000549","NA","NA","57690.708499998436","NA","60994.47990000772","NA","64890.28170000529","NA","69700.19370000227","NA","NA","NA","74355.31290000654","NA","NA","NA","96910.85220000241","NA","12607.702200009953","90380.41569999768","86826.5578999999","86847.83919999609","94439.35280000733","94396.38350000314","78759.11450000422","90379.76759999583","4912.207700006547","3000","SceneViewing","1","3334.3263999995543","1","2560"
"100","100","44_n.wav","2301","2301","#dadada","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","undefined","NA","NA","NA","undefined","0","2","2","0","0","0","0","NA","2","2","2","NA","0","NA","NA","2","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","0","NA","NA","NA","2","NA","0","2","2","2","2","2","0","2","0","participant_group8.csv","8","NA","NA","NA","Fri Jul 24 11:14:23 2026","NA","The main experiment item","False","VWP_finalSetup_22_7.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\final_recordings_upl","False","mono","False","20","no","#0c0c0c","no","yes","1440","44","45_pos4_nosub.png","45_pos4_sub.png","psycho","2","2","C:/Users/plcm/Desktop/2026-EyeTracking/group-eyeconic/OS2/final_recordings_upl/group 7-13/subject-7.csv","psycho","Neonatal Nightingale","4.1.14","glass","ladle","hammer","dough","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","space","NA","NA","NA","1268.521400008467","2225.07630000473","6729.909500005306","NA","1268.521400008467","NA","NA","3299.5740000042133","NA","3891.845399994054","NA","4804.047400000854","NA","4650.259300004109","NA","NA","NA","4403.0242000008","NA","NA","NA","7694.224899998517","c","3","2","psycho","The baker will inspect the dough","1024","2","24000","-16","experiment","7","odd","4","48719.77060000063","105340.79430000565","102440.18020000658","78759.07790000201","4900.636799997301","48725.23860000365","50956.36640000157","NA","98416.30209999857","102440.1235999976","98199.11210000282","NA","48719.86569999717","NA","NA","96929.8517999996","NA","NA","57690.708499998436","NA","60994.47990000772","NA","64890.28170000529","NA","69700.19370000227","NA","NA","NA","74355.31290000654","NA","NA","NA","105360.0041000027","NA","12607.702200009953","98400.16040000774","96918.9153000043","96929.71110000508","102459.75380000891","102416.76200000802","78759.11450000422","98399.59159999853","4912.207700006547","3000","SceneViewing","2","4602.847800008021","2","2560"
"100","100","43_r.wav","1986","1986","#dadada","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","undefined","NA","NA","NA","undefined","0","3","3","0","0","0","0","NA","3","3","3","NA","0","NA","NA","3","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","0","NA","NA","NA","3","NA","0","3","3","3","3","3","0","3","0","participant_group8.csv","8","NA","NA","NA","Fri Jul 24 11:14:23 2026","NA","The main experiment item","False","VWP_finalSetup_22_7.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\final_recordings_upl","False","mono","False","20","no","#0c0c0c","no","yes","1440","43","44_pos3_nosub.png","44_pos3_sub.png","psycho","3","3","C:/Users/plcm/Desktop/2026-EyeTracking/group-eyeconic/OS2/final_recordings_upl/group 7-13/subject-7.csv","psycho","Neonatal Nightingale","4.1.14","bolt","handle","safe","pan","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","space","NA","NA","NA","1356.8614999967394","2225.07630000473","6729.909500005306","NA","1356.8614999967394","NA","NA","3299.5740000042133","NA","3891.845399994054","NA","4804.047400000854","NA","4650.259300004109","NA","NA","NA","4403.0242000008","NA","NA","NA","7694.224899998517","c","4","2","psycho","The man will lock the safe","1024","2","24000","-16","experiment","7","odd","3","48719.77060000063","113510.67070000863","110984.32329999923","78759.07790000201","4900.636799997301","48725.23860000365","50956.36640000157","NA","106960.19749999687","110984.2581999983","106735.19160000433","NA","48719.86569999717","NA","NA","105377.50670000969","NA","NA","57690.708499998436","NA","60994.47990000772","NA","64890.28170000529","NA","69700.19370000227","NA","NA","NA","74355.31290000654","NA","NA","NA","113529.56370000902","NA","12607.702200009953","106943.38130000688","105367.51589999767","105377.33260000823","111004.01380000403","110960.8933999989","78759.11450000422","106942.64570000814","4912.207700006547","3000","SceneViewing","3","5959.709300004761","3","2560"
"100","100","46_n.wav","1888","1888","#dadada","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","undefined","NA","NA","NA","undefined","0","4","4","0","0","0","0","NA","4","4","4","NA","0","NA","NA","4","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","0","NA","NA","NA","4","NA","0","4","4","4","4","4","0","4","0","participant_group8.csv","8","NA","NA","NA","Fri Jul 24 11:14:23 2026","NA","The main experiment item","False","VWP_finalSetup_22_7.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\final_recordings_upl","False","mono","False","20","no","#0c0c0c","no","yes","1440","46","47_pos2_nosub.png","47_pos2_sub.png","psycho","4","4","C:/Users/plcm/Desktop/2026-EyeTracking/group-eyeconic/OS2/final_recordings_upl/group 7-13/subject-7.csv","psycho","Neonatal Nightingale","4.1.14","stand","violin","bow","gum","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","space","NA","NA","NA","1595.086999994237","2225.07630000473","6729.909500005306","NA","1595.086999994237","NA","NA","3299.5740000042133","NA","3891.845399994054","NA","4804.047400000854","NA","4650.259300004109","NA","NA","NA","4403.0242000008","NA","NA","NA","7694.224899998517","c","5","2","psycho","The musician will move the violin","1024","2","24000","-16","experiment","7","odd","2","48719.77060000063","122681.0003999999","119391.80250000209","78759.07790000201","4900.636799997301","48725.23860000365","50956.36640000157","NA","115367.88790000719","119391.75080000132","115143.17900000606","NA","48719.86569999717","NA","NA","113547.23350000859","NA","NA","57690.708499998436","NA","60994.47990000772","NA","64890.28170000529","NA","69700.19370000227","NA","NA","NA","74355.31290000654","NA","NA","NA","122700.7195000042","NA","12607.702200009953","115352.22590000194","113536.98319999967","113547.04830000992","119411.40300000552","119368.04539999866","78759.11450000422","115351.43580001022","4912.207700006547","3000","SceneViewing","4","7554.796299998998","4","2560"
"100","100","19_r.wav","1718","1718","#dadada","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","undefined","NA","NA","NA","undefined","0","5","5","0","0","0","0","NA","5","5","5","NA","0","NA","NA","5","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","0","NA","NA","NA","5","NA","0","5","5","5","5","5","0","5","0","participant_group8.csv","8","NA","NA","NA","Fri Jul 24 11:14:23 2026","NA","The main experiment item","False","VWP_finalSetup_22_7.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\final_recordings_upl","False","mono","False","20","no","#0c0c0c","no","yes","1440","19","20_pos3_nosub.png","20_pos3_sub.png","psycho","5","5","C:/Users/plcm/Desktop/2026-EyeTracking/group-eyeconic/OS2/final_recordings_upl/group 7-13/subject-7.csv","psycho","Neonatal Nightingale","4.1.14","spatula","bowl","bread","spoon","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","space","NA","NA","NA","1035.6800999870757","2225.07630000473","6729.909500005306","NA","1035.6800999870757","NA","NA","3299.5740000042133","NA","3891.845399994054","NA","4804.047400000854","NA","4650.259300004109","NA","NA","NA","4403.0242000008","NA","NA","NA","7694.224899998517","c","6","2","psycho","The chef will slice the bread","1024","2","24000","-16","experiment","7","odd","3","48719.77060000063","130570.9050000005","128003.20659999852","78759.07790000201","4900.636799997301","48725.23860000365","50956.36640000157","NA","123976.88470000867","128003.140300003","123758.90680000884","NA","48719.86569999717","NA","NA","122722.58670000883","NA","NA","57690.708499998436","NA","60994.47990000772","NA","64890.28170000529","NA","69700.19370000227","NA","NA","NA","74355.31290000654","NA","NA","NA","130590.38770000916","NA","12607.702200009953","123961.70900001016","122711.09520000755","122722.46889999951","128022.4229000014","127977.39359999832","78759.11450000422","123960.97519999603","4912.207700006547","3000","SceneViewing","5","8590.476399986073","5","2560"
"100","100","13_r.wav","1610","1610","#dadada","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","undefined","NA","NA","NA","undefined","0","6","6","0","0","0","0","NA","6","6","6","NA","0","NA","NA","6","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","0","NA","NA","NA","6","NA","0","6","6","6","6","6","0","6","0","participant_group8.csv","8","NA","NA","NA","Fri Jul 24 11:14:23 2026","NA","The main experiment item","False","VWP_finalSetup_22_7.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\final_recordings_upl","False","mono","False","20","no","#0c0c0c","no","yes","1440","13","14_pos1_nosub.png","14_pos1_sub.png","psycho","6","6","C:/Users/plcm/Desktop/2026-EyeTracking/group-eyeconic/OS2/final_recordings_upl/group 7-13/subject-7.csv","psycho","Neonatal Nightingale","4.1.14","cigarettes","filofax","briefcase","glasses","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","space","NA","NA","NA","1073.3524000097532","2225.07630000473","6729.909500005306","NA","1073.3524000097532","NA","NA","3299.5740000042133","NA","3891.845399994054","NA","4804.047400000854","NA","4650.259300004109","NA","NA","NA","4403.0242000008","NA","NA","NA","7694.224899998517","c","7","2","psycho","The man will smoke the cigarettes","1024","2","24000","-16","experiment","7","odd","1","48719.77060000063","138810.6805999996","135936.75130000338","78759.07790000201","4900.636799997301","48725.23860000365","50956.36640000157","NA","131913.077300007","135936.68040000193","131695.03400000394","NA","48719.86569999717","NA","NA","130620.97899999935","NA","NA","57690.708499998436","NA","60994.47990000772","NA","64890.28170000529","NA","69700.19370000227","NA","NA","NA","74355.31290000654","NA","NA","NA","138830.2907000034","NA","12607.702200009953","131896.6511000035","130610.75659999915","130620.85629999638","135955.77430000412","135913.28960000828","78759.11450000422","131896.0122999997","4912.207700006547","3000","SceneViewing","6","9663.828799995827","6","2560"
"100","100","18_n.wav","1487","1487","#dadada","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","undefined","NA","NA","NA","undefined","0","7","7","0","0","0","0","NA","7","7","7","NA","0","NA","NA","7","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","0","NA","NA","NA","7","NA","0","7","7","7","7","7","0","7","0","participant_group8.csv","8","NA","NA","NA","Fri Jul 24 11:14:23 2026","NA","The main experiment item","False","VWP_finalSetup_22_7.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\final_recordings_upl","False","mono","False","20","no","#0c0c0c","no","yes","1440","18","19_pos2_nosub.png","19_pos2_sub.png","psycho","7","7","C:/Users/plcm/Desktop/2026-EyeTracking/group-eyeconic/OS2/final_recordings_upl/group 7-13/subject-7.csv","psycho","Neonatal Nightingale","4.1.14","leaf","football","stick","feather","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","space","NA","NA","NA","751.0183999984292","2225.07630000473","6729.909500005306","NA","751.0183999984292","NA","NA","3299.5740000042133","NA","3891.845399994054","NA","4804.047400000854","NA","4650.259300004109","NA","NA","NA","4403.0242000008","NA","NA","NA","7694.224899998517","c","8","2","psycho","The boy will touch the football","1024","2","24000","-16","experiment","7","odd","2","48719.77060000063","146450.8235999965","143838.17319999798","78759.07790000201","4900.636799997301","48725.23860000365","50956.36640000157","NA","139814.6226000099","143838.09689999907","139599.097600003","NA","48719.86569999717","NA","NA","138847.31740001007","NA","NA","57690.708499998436","NA","60994.47990000772","NA","64890.28170000529","NA","69700.19370000227","NA","NA","NA","74355.31290000654","NA","NA","NA","146470.26000000187","NA","12607.702200009953","139798.6946000019","138837.29730000778","138847.0354000019","143857.43489999732","143814.84099999943","78759.11450000422","139798.0305000092","4912.207700006547","3000","SceneViewing","7","10414.847199994256","7","2560"
"100","100","29_r.wav","1385","1385","#dadada","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","undefined","NA","NA","NA","undefined","0","8","8","0","0","0","0","NA","8","8","8","NA","0","NA","NA","8","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","0","NA","NA","NA","8","NA","0","8","8","8","8","8","0","8","0","participant_group8.csv","8","NA","NA","NA","Fri Jul 24 11:14:23 2026","NA","The main experiment item","False","VWP_finalSetup_22_7.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\final_recordings_upl","False","mono","False","20","no","#0c0c0c","no","yes","1440","29","30_pos1_nosub.png","30_pos1_sub.png","psycho","8","8","C:/Users/plcm/Desktop/2026-EyeTracking/group-eyeconic/OS2/final_recordings_upl/group 7-13/subject-7.csv","psycho","Neonatal Nightingale","4.1.14","newspaper","comb","eraser","tissue","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","space","NA","NA","NA","672.974000000977","2225.07630000473","6729.909500005306","NA","672.974000000977","NA","NA","3299.5740000042133","NA","3891.845399994054","NA","4804.047400000854","NA","4650.259300004109","NA","NA","NA","4403.0242000008","NA","NA","NA","7694.224899998517","c","9","2","psycho","The grandmother will read the newspaper","1024","2","24000","-16","experiment","7","odd","1","48719.77060000063","154150.6381000072","151428.69290000817","78759.07790000201","4900.636799997301","48725.23860000365","50956.36640000157","NA","147404.86029999738","151428.58120000164","147175.17750000115","NA","48719.86569999717","NA","NA","146501.3620999962","NA","NA","57690.708499998436","NA","60994.47990000772","NA","64890.28170000529","NA","69700.19370000227","NA","NA","NA","74355.31290000654","NA","NA","NA","154169.87430000154","NA","12607.702200009953","147388.79029999953","146491.08459999843","146501.2327000004","151447.65070000722","151405.03740000713","78759.11450000422","147388.2156000036","4912.207700006547","3000","SceneViewing","8","11087.821199995233","8","2560"
"100","100","40_n.wav","1331","1331","#dadada","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","undefined","NA","NA","NA","undefined","0","9","9","0","0","0","0","NA","9","9","9","NA","0","NA","NA","9","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","0","NA","NA","NA","9","NA","0","9","9","9","9","9","0","9","0","participant_group8.csv","8","NA","NA","NA","Fri Jul 24 11:14:23 2026","NA","The main experiment item","False","VWP_finalSetup_22_7.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\final_recordings_upl","False","mono","False","20","no","#0c0c0c","no","yes","1440","40","41_pos4_nosub.png","41_pos4_sub.png","psycho","9","9","C:/Users/plcm/Desktop/2026-EyeTracking/group-eyeconic/OS2/final_recordings_upl/group 7-13/subject-7.csv","psycho","Neonatal Nightingale","4.1.14","pin","toothbrish","iron","blouse","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","space","NA","NA","NA","898.7396000011358","2225.07630000473","6729.909500005306","NA","898.7396000011358","NA","NA","3299.5740000042133","NA","3891.845399994054","NA","4804.047400000854","NA","4650.259300004109","NA","NA","NA","4403.0242000008","NA","NA","NA","7694.224899998517","c","10","2","psycho","The girl will hold the blouse","1024","2","24000","-16","experiment","7","odd","4","48719.77060000063","162000.71990001015","159336.34970001003","78759.07790000201","4900.636799997301","48725.23860000365","50956.36640000157","NA","155312.07580000046","159336.25410000968","155095.02120000252","NA","48719.86569999717","NA","NA","154195.60030000866","NA","NA","57690.708499998436","NA","60994.47990000772","NA","64890.28170000529","NA","69700.19370000227","NA","NA","NA","74355.31290000654","NA","NA","NA","162019.92810000957","NA","12607.702200009953","155296.67890000565","154185.45810000796","154195.49559999723","159355.81059999822","159312.48570000753","78759.11450000422","155296.1098000087","4912.207700006547","3000","SceneViewing","9","11986.560799996369","9","2560"
