id,image_nosub,image_sub,position1,position2,position3,position4,audio_file,sentence,condition,target_position,timeout
0,1_pos4_nosub.png,1_pos4_sub.png,toy-car,toy-train,ball,cake,0_r.wav,The boy will eat the cake,restrictive,4,3000
1,2_pos1_nosub.png,2_pos1_sub.png,wine,cheese,chair,lipstick,1_n.wav,The woman will try the wine,non-restrictive,1,3000
2,3_pos2_nosub.png,3_pos2_sub.png,dustbin,man,car,houses,2_r.wav,The policeman will arrest the man,restrictive,2,3000
3,4_pos3_nosub.png,4_pos3_sub.png,stool,rocking-horse,baby,plant,3_n.wav,The woman will touch the baby,non-restrictive,3,3000
4,5_pos4_nosub.png,5_pos4_sub.png,paper-plane,acorns,shuttle-cock,ball,4_r.wav,The boy will bounce the ball,restrictive,4,3000
5,6_pos1_nosub.png,6_pos1_sub.png,mountain,animal,cactus,moon,5_n.wav,The hiker will photograph the mountain,non-restrictive,1,3000
6,7_pos2_nosub.png,7_pos2_sub.png,jug,mushrooms,knife,weighing-scales,6_r.wav,The housewife will fry the mushrooms,restrictive,2,3000
7,8_pos3_nosub.png,8_pos3_sub.png,toy-bear,microscope,child,tv-monitor,7_n.wav,The doctor will check the child,non-restrictive,3,3000
8,9_pos4_nosub.png,9_pos4_sub.png,table,telephone,television,piano,8_r.wav,The woman will play the piano,restrictive,4,3000
9,10_pos1_nosub.png,10_pos1_sub.png,book,door,cup,bag,9_n.wav,The woman will open the book,non-restrictive,1,3000
10,11_pos2_nosub.png,11_pos2_sub.png,wastebin,washing-machine,mirror,dog,10_r.wav,The man will repair the washing machine,restrictive,2,3000
11,12_pos3_nosub.png,12_pos3_sub.png,duck,bricks,bell,drum,11_n.wav,The baby will kick the bell,non-restrictive,3,3000
12,13_pos4_nosub.png,13_pos4_sub.png,birds,sun,car,boat,12_r.wav,The man will sail the boat,restrictive,4,3000
13,14_pos1_nosub.png,14_pos1_sub.png,cigarettes,filofax,briefcase,glasses,13_n.wav,The man will  collect the cigarettes,non-restrictive,1,3000
14,15_pos2_nosub.png,15_pos2_sub.png,hen,dog,bird,ball,14_r.wav,The boy will walk the dog,restrictive,2,3000
15,16_pos3_nosub.png,16_pos3_sub.png,magnifying-glass,folder,hat,wallet,15_n.wav,The businessman will  forget the hat,non-restrictive,3,3000
16,17_pos4_nosub.png,17_pos4_sub.png,lantern,backpack,ribbon,dress,16_r.wav,The woman will wear the dress,restrictive,4,3000
17,18_pos1_nosub.png,18_pos1_sub.png,wood,bucket,stone,rope,17_n.wav,The man will  move the wood,non-restrictive,1,3000
18,19_pos2_nosub.png,19_pos2_sub.png,leaf,football,stick,feather,18_r.wav,The boy will kick the football,restrictive,2,3000
19,20_pos3_nosub.png,20_pos3_sub.png,spatula,bowl,bread,spoon,19_n.wav,The chef will clean the bread,non-restrictive,3,3000
20,21_pos4_nosub.png,21_pos4_sub.png,block,crayon,cup,kitten,20_r.wav,The baby will hug the kitten,restrictive,4,3000
21,22_pos1_nosub.png,22_pos1_sub.png,flower,magazine,vase,cushion,21_n.wav,The woman will move the flower,non-restrictive,1,3000
22,23_pos2_nosub.png,23_pos2_sub.png,towel,coat,hook,poster,22_r.wav,The girl will zip the coat,restrictive,2,3000
23,24_pos3_nosub.png,24_pos3_sub.png,needle,card,scarf,pencil,23_n.wav,The girl will hold the scarf,non-restrictive,3,3000
24,25_pos4_nosub.png,25_pos4_sub.png,plate,potato,glass,rabbit,24_r.wav,The girl will groom the rabbit,restrictive,4,3000
25,26_pos1_nosub.png,26_pos1_sub.png,canvas,keyboard,peach,rope,25_n.wav,The man will move the canvas,non-restrictive,1,3000
26,27_pos2_nosub.png,27_pos2_sub.png,coaster,candle,package,coin,26_r.wav,The woman will blow out the candle,restrictive,2,3000
27,28_pos3_nosub.png,28_pos3_sub.png,frame,picture,lamp,switch,27_n.wav,The boy will touch the lamp,non-restrictive,3,3000
28,29_pos4_nosub.png,29_pos4_sub.png,glove,nut,sock,milk,28_r.wav,The cat will drink the milk,restrictive,4,3000
29,30_pos1_nosub.png,30_pos1_sub.png,newspaper,comb,eraser,tissue,29_n.wav,The grandmother will eadturn the newspaper,non-restrictive,1,3000
30,31_pos2_nosub.png,31_pos2_sub.png,headphones,dice,cap,watch,30_r.wav,The girl will roll the dice,restrictive,2,3000
31,32_pos3_nosub.png,32_pos3_sub.png,sponge,seed,bottle,lemon,31_n.wav,The woman will examine the bottle,non-restrictive,3,3000
32,33_pos4_nosub.png,33_pos4_sub.png,mug,biscuit,kettle,beer,32_r.wav,The woman will brew the beer,restrictive,4,3000
33,34_pos1_nosub.png,34_pos1_sub.png,suitcase,envelope,box,gift,33_n.wav,The boy will open the suitcase,non-restrictive,1,3000
34,35_pos2_nosub.png,35_pos2_sub.png,pillow,radio,puzzle,notebook,34_r.wav,The boy will switch on the radio,restrictive,2,3000
