id,image_nosub,image_sub,position1,position2,position3,position4,audio_file,sentence,condition,target_position,timeout
0,1_pos4_nosub.png,1_pos4_sub.png,toy-car,toy-train,ball,cake,0_n.wav,The boy will move the cake,non-restrictive,4,3000
1,2_pos1_nosub.png,2_pos1_sub.png,wine,cheese,chair,lipstick,1_r.wav,The woman will drink the wine,restrictive,1,3000
2,3_pos2_nosub.png,3_pos2_sub.png,dustbin,man,car,houses,2_n.wav,The policeman will search the man,non-restrictive,2,3000
3,4_pos3_nosub.png,4_pos3_sub.png,stool,rocking-horse,baby,plant,3_r.wav,The woman will bathe the baby,restrictive,3,3000
4,5_pos4_nosub.png,5_pos4_sub.png,paper-plane,acorns,shuttle-cock,ball,4_n.wav,The boy will throw the ball,non-restrictive,4,3000
5,6_pos1_nosub.png,6_pos1_sub.png,mountain,animal,cactus,moon,5_r.wav,The hiker will climb the mountain,restrictive,1,3000
6,7_pos2_nosub.png,7_pos2_sub.png,jug,mushrooms,knife,weighing-scales,6_n.wav,The housewife will  wash the mushrooms,non-restrictive,2,3000
7,8_pos3_nosub.png,8_pos3_sub.png,toy-bear,microscope,child,tv-monitor,7_r.wav,The doctor will inject the child,restrictive,3,3000
8,9_pos4_nosub.png,9_pos4_sub.png,table,telephone,television,piano,8_n.wav,The woman will dust the piano,non-restrictive,4,3000
9,10_pos1_nosub.png,10_pos1_sub.png,book,door,cup,bag,9_r.wav,The woman will read the book,restrictive,1,3000
10,11_pos2_nosub.png,11_pos2_sub.png,wastebin,washing-machine,mirror,dog,10_n.wav,The man will wipe the washing machine,non-restrictive,2,3000
11,12_pos3_nosub.png,12_pos3_sub.png,duck,bricks,bell,drum,11_r.wav,The baby will ring the bell,restrictive,3,3000
12,13_pos4_nosub.png,13_pos4_sub.png,birds,sun,car,boat,12_n.wav,The man will watch the boat,non-restrictive,4,3000
13,14_pos1_nosub.png,14_pos1_sub.png,cigarettes,filofax,briefcase,glasses,13_r.wav,The man will smoke the cigarettes,restrictive,1,3000
14,15_pos2_nosub.png,15_pos2_sub.png,hen,dog,bird,ball,14_n.wav,The boy will feed the dog,non-restrictive,2,3000
15,16_pos3_nosub.png,16_pos3_sub.png,magnifying-glass,folder,hat,wallet,15_r.wav,The businessman will wear the hat,restrictive,3,3000
16,17_pos4_nosub.png,17_pos4_sub.png,lantern,backpack,ribbon,dress,16_n.wav,The woman will  carry the dress,non-restrictive,4,3000
17,18_pos1_nosub.png,18_pos1_sub.png,wood,bucket,stone,rope,17_r.wav,The man will chop the wood,restrictive,1,3000
18,19_pos2_nosub.png,19_pos2_sub.png,leaf,football,stick,feather,18_n.wav,The boy will touch the football,non-restrictive,2,3000
19,20_pos3_nosub.png,20_pos3_sub.png,spatula,bowl,bread,spoon,19_r.wav,The chef will slice the bread,restrictive,3,3000
20,21_pos4_nosub.png,21_pos4_sub.png,block,crayon,cup,kitten,20_n.wav,The baby will grab the kitten,non-restrictive,4,3000
21,22_pos1_nosub.png,22_pos1_sub.png,flower,magazine,vase,cushion,21_r.wav,The woman will water the flower,restrictive,1,3000
22,23_pos2_nosub.png,23_pos2_sub.png,towel,coat,hook,poster,22_n.wav,The girl will hang the coat,non-restrictive,2,3000
23,24_pos3_nosub.png,24_pos3_sub.png,needle,card,scarf,pencil,23_r.wav,The girl will knit the scarf,restrictive,3,3000
24,25_pos4_nosub.png,25_pos4_sub.png,plate,potato,glass,rabbit,24_n.wav,The girl will lift the rabbit,non-restrictive,4,3000
25,26_pos1_nosub.png,26_pos1_sub.png,canvas,keyboard,peach,rope,25_r.wav,The man will paint the canvas,restrictive,1,3000
26,27_pos2_nosub.png,27_pos2_sub.png,coaster,candle,package,coin,26_n.wav,The woman will blow grab the candle,non-restrictive,2,3000
27,28_pos3_nosub.png,28_pos3_sub.png,frame,picture,lamp,switch,27_r.wav,The boy will dim the lamp,restrictive,3,3000
28,29_pos4_nosub.png,29_pos4_sub.png,glove,nut,sock,milk,28_n.wav,The cat will push the milk,non-restrictive,4,3000
29,30_pos1_nosub.png,30_pos1_sub.png,newspaper,comb,eraser,tissue,29_r.wav,The grandmother will read the newspaper,restrictive,1,3000
30,31_pos2_nosub.png,31_pos2_sub.png,headphones,dice,cap,watch,30_n.wav,The girl will grab the dice,non-restrictive,2,3000
31,32_pos3_nosub.png,32_pos3_sub.png,sponge,seed,bottle,lemon,31_r.wav,The woman will open the bottle,restrictive,3,3000
32,33_pos4_nosub.png,33_pos4_sub.png,mug,biscuit,kettle,beer,32_n.wav,The woman will carry the beer,non-restrictive,4,3000
33,34_pos1_nosub.png,34_pos1_sub.png,suitcase,envelope,box,gift,33_r.wav,The boy will unzip the suitcase,restrictive,1,3000
