"acc","accuracy","audio_file","average_response_time","avg_rt","background","block_size","canvas_backend","clock_backend","color_backend","condition","correct","correct_experiment_intro","correct_experiment_intro2","correct_new_1_keyboard_response","correct_new_2_keyboard_response","correct_new_2_sketchpad","correct_new_3_keyboard_response","correct_new_3_sketchpad","correct_new_4_keyboard_response","correct_new_4_sketchpad","correct_new_5_keyboard_response","correct_new_5_sketchpad","correct_new_6_keyboard_response","correct_new_6_sketchpad","correct_new_7_keyboard_response","correct_new_7_sketchpad","correct_new_8_keyboard_response","correct_new_keyboard_response","correct_new_mouse_response","correct_welcome","count_audio_file_offset","count_audio_file_onset_log","count_definitions","count_experiment","count_experiment_intro","count_experiment_intro2","count_image_delay","count_image_nosub","count_image_sub","count_increment_roundCounter","count_instruction","count_instructions","count_log_instruction","count_new_1_inline_script","count_new_1_keyboard_response","count_new_1_sketchpad","count_new_2_keyboard_response","count_new_2_sketchpad","count_new_3_keyboard_response","count_new_3_sketchpad","count_new_4_keyboard_response","count_new_4_sketchpad","count_new_5_keyboard_response","count_new_5_sketchpad","count_new_6_keyboard_response","count_new_6_sketchpad","count_new_7_keyboard_response","count_new_7_sketchpad","count_new_8_keyboard_response","count_new_inline_script","count_new_keyboard_response","count_new_logger","count_new_mouse_response","count_new_pygaze_init","count_new_pygaze_start_recording","count_new_pygaze_stop_recording","count_new_sketchpad","count_sentence_audio","count_subject_onset_log","count_trial_loop","count_trial_sequence","count_welcome","csv_filepath","csv_id","cursor_roi","cursor_x","cursor_y","datetime","delay_image_delay","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","id","image_nosub","image_sub","keyboard_backend","live_row","live_row_trial_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","psychopy_screen","repeat_cycle","response","response_experiment_intro","response_experiment_intro2","response_instruction","response_new_1_keyboard_response","response_new_1_sketchpad","response_new_2_keyboard_response","response_new_2_sketchpad","response_new_3_keyboard_response","response_new_3_sketchpad","response_new_4_keyboard_response","response_new_4_sketchpad","response_new_5_keyboard_response","response_new_5_sketchpad","response_new_6_keyboard_response","response_new_6_sketchpad","response_new_7_keyboard_response","response_new_7_sketchpad","response_new_8_keyboard_response","response_new_keyboard_response","response_new_mouse_response","response_time","response_time_experiment_intro","response_time_experiment_intro2","response_time_instruction","response_time_new_1_keyboard_response","response_time_new_1_sketchpad","response_time_new_2_keyboard_response","response_time_new_2_sketchpad","response_time_new_3_keyboard_response","response_time_new_3_sketchpad","response_time_new_4_keyboard_response","response_time_new_4_sketchpad","response_time_new_5_keyboard_response","response_time_new_5_sketchpad","response_time_new_6_keyboard_response","response_time_new_6_sketchpad","response_time_new_7_keyboard_response","response_time_new_7_sketchpad","response_time_new_8_keyboard_response","response_time_new_keyboard_response","response_time_new_mouse_response","response_time_welcome","response_welcome","round","round_decimals","sampler_backend","sentence","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target_position","time_audio_file_offset","time_audio_file_onset_log","time_definitions","time_experiment","time_experiment_intro","time_experiment_intro2","time_image_delay","time_image_nosub","time_image_sub","time_increment_roundCounter","time_instruction","time_instructions","time_log_instruction","time_new_1_inline_script","time_new_1_keyboard_response","time_new_1_sketchpad","time_new_2_keyboard_response","time_new_2_sketchpad","time_new_3_keyboard_response","time_new_3_sketchpad","time_new_4_keyboard_response","time_new_4_sketchpad","time_new_5_keyboard_response","time_new_5_sketchpad","time_new_6_keyboard_response","time_new_6_sketchpad","time_new_7_keyboard_response","time_new_7_sketchpad","time_new_8_keyboard_response","time_new_inline_script","time_new_keyboard_response","time_new_logger","time_new_mouse_response","time_new_pygaze_init","time_new_pygaze_start_recording","time_new_pygaze_stop_recording","time_new_sketchpad","time_sentence_audio","time_subject_onset_log","time_trial_loop","time_trial_sequence","time_welcome","timeout","title","total_correct","total_response_time","total_responses","width"
"undefined","undefined","2_r.wav","undefined","undefined","black","256","psycho","psycho","psycho","restrictive","undefined","undefined","undefined","NA","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","0","0","0","0","0","0","NA","0","0","0","NA","0","NA","NA","0","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","0","NA","0","0","0","0","0","0","0","0","0","participant_group3.csv","3","NA","NA","NA","Sun Jun 21 16:32:33 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","2","3_pos1_nosub.png","3_pos1_sub.png","psycho","0","0","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-6.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","NA","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","1289.39279995393","2306.24910001643","1050.8953999960795","NA","NA","NA","NA","764.0609000809491","NA","7490.484899957664","NA","3260.393699980341","NA","8571.072000078857","NA","19411.990299937315","NA","1289.39279995393","NA","NA","NA","2616.9973999494687","space","1","2","psycho","The policeman will arrest the man","1024","2","24000","-16","experiment","6","even","1","183154.91709997877","179856.10099998303","174912.26700006519","5408.731500036083","130733.18950005341","133044.58019998856","NA","175811.35420000646","179856.04680003598","NA","NA","130728.6049000686","NA","NA","NA","NA","NA","134099.4689000072","NA","134868.96330001764","NA","142363.15340001602","NA","145628.3942000009","NA","154203.66570004262","NA","173622.1212000819","NA","NA","NA","183202.8601000784","NA","8041.178900049999","175192.00999999885","NA","NA","179900.08539997507","179811.47150008474","174912.29890007526","175191.1499000853","5422.742500086315","3000","SceneViewing","0","0","0","1920"
"100","100","41_n.wav","28441","28441","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","1","1","0","0","0","0","NA","1","1","1","NA","0","NA","NA","1","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","1","NA","0","1","1","1","1","1","0","1","0","participant_group3.csv","3","NA","NA","NA","Sun Jun 21 16:32:33 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","41","42_pos4_nosub.png","42_pos4_sub.png","psycho","1","1","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-6.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","28441.048500011675","2306.24910001643","1050.8953999960795","NA","28441.048500011675","NA","NA","764.0609000809491","NA","7490.484899957664","NA","3260.393699980341","NA","8571.072000078857","NA","19411.990299937315","NA","1289.39279995393","NA","NA","NA","2616.9973999494687","space","2","2","psycho","The boy will move the orange","1024","2","24000","-16","experiment","6","even","4","218885.11380006094","215994.04400005005","174912.26700006519","5408.731500036083","130733.18950005341","133044.58019998856","NA","211970.90760001447","215993.99350001477","211728.37790008634","NA","130728.6049000686","NA","NA","183286.61509999074","NA","NA","134099.4689000072","NA","134868.96330001764","NA","142363.15340001602","NA","145628.3942000009","NA","154203.66570004262","NA","173622.1212000819","NA","NA","NA","218904.87399999984","NA","8041.178900049999","211957.4111000402","183210.33949998673","183286.50789998937","216013.7904000003","215971.51659999508","174912.29890007526","211956.75010001287","5422.742500086315","3000","SceneViewing","1","28441.048500011675","1","1920"
"100","100","40_n.wav","15607","15607","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","2","2","0","0","0","0","NA","2","2","2","NA","0","NA","NA","2","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","2","NA","0","2","2","2","2","2","0","2","0","participant_group3.csv","3","NA","NA","NA","Sun Jun 21 16:32:33 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","40","41_pos3_nosub.png","41_pos3_sub.png","psycho","2","2","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-6.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2774.9230000190437","2306.24910001643","1050.8953999960795","NA","2774.9230000190437","NA","NA","764.0609000809491","NA","7490.484899957664","NA","3260.393699980341","NA","8571.072000078857","NA","19411.990299937315","NA","1289.39279995393","NA","NA","NA","2616.9973999494687","space","3","2","psycho","The girl will hold the blouse","1024","2","24000","-16","experiment","6","even","3","228864.65480003972","225960.17029997893","174912.26700006519","5408.731500036083","130733.18950005341","133044.58019998856","NA","221937.54650000483","225960.1184000494","221696.07880001422","NA","130728.6049000686","NA","NA","218920.46870000195","NA","NA","134099.4689000072","NA","134868.96330001764","NA","142363.15340001602","NA","145628.3942000009","NA","154203.66570004262","NA","173622.1212000819","NA","NA","NA","228883.72310006525","NA","8041.178900049999","221923.92840003595","218910.33570002764","218920.36800005008","225979.45680003613","225937.69240006804","174912.29890007526","221923.49870002363","5422.742500086315","3000","SceneViewing","2","31215.97150003072","2","1920"
"100","100","24_r.wav","10878","10878","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","3","3","0","0","0","0","NA","3","3","3","NA","0","NA","NA","3","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","3","NA","0","3","3","3","3","3","0","3","0","participant_group3.csv","3","NA","NA","NA","Sun Jun 21 16:32:33 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","24","25_pos3_nosub.png","25_pos3_sub.png","psycho","3","3","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-6.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","1419.5765000768006","2306.24910001643","1050.8953999960795","NA","1419.5765000768006","NA","NA","764.0609000809491","NA","7490.484899957664","NA","3260.393699980341","NA","8571.072000078857","NA","19411.990299937315","NA","1289.39279995393","NA","NA","NA","2616.9973999494687","space","4","2","psycho","The girl will groom the rabbit","1024","2","24000","-16","experiment","6","even","3","237594.757999992","234568.5515999794","174912.26700006519","5408.731500036083","130733.18950005341","133044.58019998856","NA","230545.24670005776","234568.4691000497","230320.25810005143","NA","130728.6049000686","NA","NA","228899.94989999104","NA","NA","134099.4689000072","NA","134868.96330001764","NA","142363.15340001602","NA","145628.3942000009","NA","154203.66570004262","NA","173622.1212000819","NA","NA","NA","237613.95330005325","NA","8041.178900049999","230531.58810001332","228890.0977000594","228899.85010004602","234588.22070003953","234545.86579999886","174912.29890007526","230530.97770002205","5422.742500086315","3000","SceneViewing","3","32635.54800010752","3","1920"
"100","100","22_r.wav","8500","8500","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","4","4","0","0","0","0","NA","4","4","4","NA","0","NA","NA","4","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","4","NA","0","4","4","4","4","4","0","4","0","participant_group3.csv","3","NA","NA","NA","Sun Jun 21 16:32:33 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","22","23_pos1_nosub.png","23_pos1_sub.png","psycho","4","4","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-6.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","1364.7135000210255","2306.24910001643","1050.8953999960795","NA","1364.7135000210255","NA","NA","764.0609000809491","NA","7490.484899957664","NA","3260.393699980341","NA","8571.072000078857","NA","19411.990299937315","NA","1289.39279995393","NA","NA","NA","2616.9973999494687","space","5","2","psycho","The girl will zip the coat","1024","2","24000","-16","experiment","6","even","1","246104.75639998913","243261.1030000262","174912.26700006519","5408.731500036083","130733.18950005341","133044.58019998856","NA","239237.63690004125","243261.04180002585","239000.44159998652","NA","130728.6049000686","NA","NA","237634.78880003095","NA","NA","134099.4689000072","NA","134868.96330001764","NA","142363.15340001602","NA","145628.3942000009","NA","154203.66570004262","NA","173622.1212000819","NA","NA","NA","246124.1232000757","NA","8041.178900049999","239223.58099999838","237624.53730008565","237634.70160006545","243280.25870001875","243237.98119998537","174912.29890007526","239222.75700001046","5422.742500086315","3000","SceneViewing","4","34000.261500128545","4","1920"
"100","100","19_r.wav","7000","7000","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","5","5","0","0","0","0","NA","5","5","5","NA","0","NA","NA","5","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","5","NA","0","5","5","5","5","5","0","5","0","participant_group3.csv","3","NA","NA","NA","Sun Jun 21 16:32:33 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","19","20_pos2_nosub.png","20_pos2_sub.png","psycho","5","5","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-6.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","1002.202200004831","2306.24910001643","1050.8953999960795","NA","1002.202200004831","NA","NA","764.0609000809491","NA","7490.484899957664","NA","3260.393699980341","NA","8571.072000078857","NA","19411.990299937315","NA","1289.39279995393","NA","NA","NA","2616.9973999494687","space","6","2","psycho","The chef will slice the bread","1024","2","24000","-16","experiment","6","even","2","254254.65070002247","251402.59529999457","174912.26700006519","5408.731500036083","130733.18950005341","133044.58019998856","NA","247379.6748999739","251402.54360006656","247144.43600003142","NA","130728.6049000686","NA","NA","246141.27100002952","NA","NA","134099.4689000072","NA","134868.96330001764","NA","142363.15340001602","NA","145628.3942000009","NA","154203.66570004262","NA","173622.1212000819","NA","NA","NA","254274.48190003633","NA","8041.178900049999","247366.19560001418","246130.48310007434","246141.17150008678","251422.0947000431","251380.12870005332","174912.29890007526","247365.52690004464","5422.742500086315","3000","SceneViewing","5","35002.463700133376","5","1920"
"100","100","48_n.wav","6004","6004","black","256","psycho","psycho","psycho","non-restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","6","6","0","0","0","0","NA","6","6","6","NA","0","NA","NA","6","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","6","NA","0","6","6","6","6","6","0","6","0","participant_group3.csv","3","NA","NA","NA","Sun Jun 21 16:32:33 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","48","49_pos3_nosub.png","49_pos3_sub.png","psycho","6","6","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-6.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","1023.2271000277251","2306.24910001643","1050.8953999960795","NA","1023.2271000277251","NA","NA","764.0609000809491","NA","7490.484899957664","NA","3260.393699980341","NA","8571.072000078857","NA","19411.990299937315","NA","1289.39279995393","NA","NA","NA","2616.9973999494687","space","7","2","psycho","The child will inlatecarry the balloon","1024","2","24000","-16","experiment","6","even","3","263135.20690007135","259552.06460005138","174912.26700006519","5408.731500036083","130733.18950005341","133044.58019998856","NA","255527.59279997554","259552.0123000024","255319.9622000102","NA","130728.6049000686","NA","NA","254296.17089999374","NA","NA","134099.4689000072","NA","134868.96330001764","NA","142363.15340001602","NA","145628.3942000009","NA","154203.66570004262","NA","173622.1212000819","NA","NA","NA","263154.79870000854","NA","8041.178900049999","255513.16089998","254286.52990004048","254296.0836000275","259571.71669998206","259528.21890008636","174912.29890007526","255512.69500004128","5422.742500086315","3000","SceneViewing","6","36025.6908001611","6","1920"
"100","100","20_r.wav","5441","5441","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","7","7","0","0","0","0","NA","7","7","7","NA","0","NA","NA","7","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","7","NA","0","7","7","7","7","7","0","7","0","participant_group3.csv","3","NA","NA","NA","Sun Jun 21 16:32:33 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","20","21_pos3_nosub.png","21_pos3_sub.png","psycho","7","7","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-6.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","2067.649899981916","2306.24910001643","1050.8953999960795","NA","2067.649899981916","NA","NA","764.0609000809491","NA","7490.484899957664","NA","3260.393699980341","NA","8571.072000078857","NA","19411.990299937315","NA","1289.39279995393","NA","NA","NA","2616.9973999494687","space","8","2","psycho","The baby will hug the kitten","1024","2","24000","-16","experiment","6","even","3","272534.7200999968","269478.0166000128","174912.26700006519","5408.731500036083","130733.18950005341","133044.58019998856","NA","265453.9392000297","269477.94990008697","265240.144600044","NA","130728.6049000686","NA","NA","263171.86060000677","NA","NA","134099.4689000072","NA","134868.96330001764","NA","142363.15340001602","NA","145628.3942000009","NA","154203.66570004262","NA","173622.1212000819","NA","NA","NA","272554.45499997586","NA","8041.178900049999","265440.21700008307","263161.8285999866","263171.758600045","269497.83980008215","269454.207999981","174912.29890007526","265439.8203000892","5422.742500086315","3000","SceneViewing","7","38093.34070014302","7","1920"
"100","100","13_r.wav","4858","4858","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","8","8","0","0","0","0","NA","8","8","8","NA","0","NA","NA","8","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","8","NA","0","8","8","8","8","8","0","8","0","participant_group3.csv","3","NA","NA","NA","Sun Jun 21 16:32:33 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","13","14_pos4_nosub.png","14_pos4_sub.png","psycho","8","8","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-6.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","770.7632000092417","2306.24910001643","1050.8953999960795","NA","770.7632000092417","NA","NA","764.0609000809491","NA","7490.484899957664","NA","3260.393699980341","NA","8571.072000078857","NA","19411.990299937315","NA","1289.39279995393","NA","NA","NA","2616.9973999494687","space","9","2","psycho","The man will smoke the cigarettes","1024","2","24000","-16","experiment","6","even","4","280754.82050003484","277586.7235000478","174912.26700006519","5408.731500036083","130733.18950005341","133044.58019998856","NA","273563.13949998","277586.65299997665","273344.47330003604","NA","130728.6049000686","NA","NA","272572.61300005484","NA","NA","134099.4689000072","NA","134868.96330001764","NA","142363.15340001602","NA","145628.3942000009","NA","154203.66570004262","NA","173622.1212000819","NA","NA","NA","280774.19050002936","NA","8041.178900049999","273548.6103000585","272562.5349000329","272572.50020001084","277605.93930003233","277563.4987000376","174912.29890007526","273547.9929000139","5422.742500086315","3000","SceneViewing","8","38864.10390015226","8","1920"
"100","100","0_r.wav","4403","4403","black","256","psycho","psycho","psycho","restrictive","1","undefined","undefined","1","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","undefined","NA","NA","NA","undefined","9","9","0","0","0","0","NA","9","9","9","NA","0","NA","NA","9","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","0","NA","NA","NA","9","NA","0","9","9","9","9","9","0","9","0","participant_group3.csv","3","NA","NA","NA","Sun Jun 21 16:32:33 2026","NA","The main experiment item","False","VWP_trial_21_06-26.osexp","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2","False","mono","False","18","no","white","no","yes","1080","0","1_pos3_nosub.png","1_pos3_sub.png","psycho","9","9","C:\Users\plcm\Desktop\2026-EyeTracking\group-eyeconic\OS2\subject-6.csv","psycho","Neonatal Nightingale","4.1.14","0","0","space","space","space","NA","space","NA","NA","space","NA","space","NA","space","NA","space","NA","space","NA","space","NA","NA","NA","769.1490000579506","2306.24910001643","1050.8953999960795","NA","769.1490000579506","NA","NA","764.0609000809491","NA","7490.484899957664","NA","3260.393699980341","NA","8571.072000078857","NA","19411.990299937315","NA","1289.39279995393","NA","NA","NA","2616.9973999494687","space","10","2","psycho","The boy will eat the cake","1024","2","24000","-16","experiment","6","even","3","288494.7458000388","285810.96050003543","174912.26700006519","5408.731500036083","130733.18950005341","133044.58019998856","NA","281787.40530007053","285810.90739998035","281559.92939998396","NA","130728.6049000686","NA","NA","280790.19249998964","NA","NA","134099.4689000072","NA","134868.96330001764","NA","142363.15340001602","NA","145628.3942000009","NA","154203.66570004262","NA","173622.1212000819","NA","NA","NA","288514.26680001896","NA","8041.178900049999","281774.18770000804","280780.49929998815","280790.09060002863","285830.2638999885","285787.67170000356","174912.29890007526","281773.6632999731","5422.742500086315","3000","SceneViewing","9","39633.25290021021","9","1920"
